competitor_list_price,competitor_markdown_price,competitor_product_id,competitor_product_name,competitor_model,competitor_product_url,competitor_laptop_type,competitor_screen_size,competitor_operating_system,competitor_processor_series,competitor_processor_model,competitor_graphics,competitor_harddrive_capacity,competitor_ram_capacity,competitor_touchscreen,competitor_display_resolution,competitor_optical_drive,competitor_keyboard_backlit,competitor_warranty,seller_name,stock,Block_data,time_stamp
,11129,55010089,Notebook Gamer Acer NVIDIA GeForce RTX 2060 Core i7-9750H 16GB 2TB 256GB SSD Tela Full HD 15.6” Windows 10 Predator Helios 300 PH315-52-7210,,https://www.pontofrio.com.br/notebook-gamer-acer-nvidia-geforce-rtx-2060-core-i7-9750h-16gb-2tb-256gb-ssd-tela-full-hd-15-6-windows-10-predator-helios-300-ph315-52-7210/p/55010089,,,,,,,,,,,,,,Pontofrio,,"Tipo|Notebook GamerProcessador|Intel® Core™ i7-9750H Hexa Core 2.6 GHz com Turbo Max até 4.5 GHzSistema operacional|Windows 10 Home Single LanguageUnidade óptica|Não possuiLeitor de cartão|NãoLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|1280 x 720 (0.9 MP)Características Gerais|Tela
- Tela IPS Full HD Widescreen Antirreflexo, com resolução de 1920 x 1080
- Frame Rate: 144Hz
- Tempo de Resposta: 25~ 27ms
- Brilho: 300
- Color Gamut (NTSC): 72%
- Taxa de contraste: 800:1
- Tecnologia Acer ComfyView que reduz o desconforto visual

Áudio
- Waves MaxxAudio tecnologia de áudio
- Acer Purified.Voice com dois microfones internos
- Acer TrueHarmony
- Compatível com a Cortana com voz
- Certificado para o Skype Business
- Dois alto-falantes internos

Webcam
- Resolução: 1280 x 720 (0.9 MP)
- Gravação de áudio e vídeo em 720p
- SHDR (super high dynamic range imaging)Cache|12 MBChipset|Intel HM370Memória Flash|256 GBTipo de tela|LCD LEDCor|PretoConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|16 GB DDR4 2666 MHzExpansão da memória até|32 GBDisco rígido (HD)|2 TB 5400 RPMPortas USB|2 (3.1 Gen 1), 1 (Tipo-C), 1 (3.1 Gen 2)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook
- Adaptador AC
- Cabo de força
- ManualConexão HDMI|simRede|10/100/1000Softwares inclusos|- PredatorSense
- Acer Product Registration
- Acer Collection
- Quick AccessBateria|4 células 58.7 WhDuração aprox. da bateria (h)|até 6 horas*Outras conexões|Mini DisplayPortOutras conexões|RJ45Placa de vídeo|Dedicada, com NVIDIA GeForce RTX 2060 até 6GB GDDR6 de memória**Placa de som|Integrada, com Waves MaxxAudioTeclado|Retroiluminado, Português-BR padrão ABNT2, com teclado numérico dedicadoMouse|Touchpad, com multi gestos e dois botõesTipo de memória|DDR4Observações|*A bateria poderá, dependendo das configurações de uso, proporcionar o tempo de utilização informado acima, sem a necessidade de plugar o notebook na tomada mais próxima.

**A memória dedicada da placa de vídeo fica oculta, pois devido a algumas configurações de fábrica, para economia de energia, a memória dedicada é desativada quando o produto não está conectado à energia elétrica.",2021-04-03 17:21:20
,3055.99,55008205,"Notebook Acer Intel Celeron N4000 4GB 32GB Tela 11,6"" Chrome OS C733-C6M8 - Preto",,https://www.pontofrio.com.br/notebook-acer-intel-celeron-n4000-4gb-32gb-tela-116-chrome-os-c733-c6m8-preto/p/55008205,,,,,,,,,,,,,,Magazinesete.com,,"Tipo|NotebookProcessador|Intel® Celeron® N4000Sistema operacional|Chrome OSUnidade óptica|Não possuiLeitor de cartão|microSDTamanho da tela|11.6"" LED TFTWebcam integrada|SimResolução da webcam|Camera HD com: - Resolução (1280 x 720) - Gravação de áudio e vídeo 720p HD - High dynamic range imaging (HDR) - Angulo de visão de até 88 Graus - Android Runtime for Chrome (ARC++)Características Gerais|Intel® Celeron® N4000
Teclado com teclas ancoradas mecanicamente
Touchpad resistente à umidade
Até 12 horas de autonomia de bateria
Google Play/ Google Play Store
Tela LEDCache|4 MB de SmartcacheCor|PretoConexão s/ fio (wireless)|802.11 a/b/g/nConexão Bluetooth|SimMemória RAM|4 GB (1x4Soldada) RAM \ 2400MHz \ LPDDR4 \ SDRAMDisco rígido (HD)|eMMC 32 GB HDD \ Leitor de cartão micro SDObservações|Dimensão: 302 (W) x 209 (D) x 21.3 (H) mm
Peso: 1.26 kg Garantia|12 mesesConteúdo da Embalagem|1- Notebook Acer Intel Celeron N4000 4GB 32GB Tela 11,6"" Chrome OS C733-C6M8 - PretoBateria|Bateria: Bateria de 3 células (Li-ion) - 45 Wh 3920 mAh 11.4 VDuração aprox. da bateria (h)|Bateria com duração de até 12 horas (Depende das condições de uso)Placa de vídeo|Intel® UHD Graphics 600 com memória compartilhada com a memória RAMPlaca de som|High-definition suporte para áudio \ Dois auto falantes stereo \ Microfones embutido \ Alto falante 1,5WTeclado|74 Teclas em Português do Brasil padrão ABNT 2 e botão liga/desligaMouse|Touchpad: Touchpad multi-gestual com suporte aos comandos de produtividade",2021-04-03 17:21:20
,3699,55010095,Notebook Acer Core i3-1005G1 8GB 512GB SSD Tela 15.6” Windows 10 Aspire 3 A315-56-35ET,,https://www.pontofrio.com.br/notebook-acer-core-i3-1005g1-8gb-512gb-ssd-tela-15-6-windows-10-aspire-3-a315-56-35et/p/55010095,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel® Core™ i3-1005G1 Dual Core 1.20 GHz com Turbo Max até 3.40 GHzSistema operacional|Windows 10 Home 64 bitsUnidade óptica|Não possuiLeitor de cartão|NãoLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|640 x 480Características Gerais|- Tela LED TN HD Widescreen Antirreflexo, com resolução de 1366 x 768
- Conector combo para fone de ouvido / microfone
- Dois alto-falantes digitais estéreo
- Microfone digital integradoCache|4 MBMemória Flash|512 GBTipo de tela|LCD LEDCor|CinzaConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB DRR4 2133 MHz (4 GB soldada + 4 GB módulo)Expansão da memória até|20 GBDisco rígido (HD)|Não se aplicaPortas USB|2 (2.0), 1 (3.1)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook
- Fonte carregadora
- Manual em português
- Termo de garantiaConexão HDMI|simRede|10/100/1000Softwares inclusos|- Acer Care Center
- Acer Configuration Manager
- Quick Access
- Norton Internet Security
- Acer Product RegistrationBateria|3 células 36 WhDuração aprox. da bateria (h)|até 7 horas*Outras conexões|RJ45Placa de vídeo|Integrada, com Intel UHD GraphicsPlaca de som|IntegradaTeclado|Português-BR ABNT2, com teclado numérico dedicadoMouse|TouchpadTipo de memória|DDR4Observações|*A bateria poderá, dependendo das configurações de uso, proporcionar o tempo de utilização informado acima, sem a necessidade de plugar o notebook na tomada mais próxima.",2021-04-03 17:21:20
,4999,1505104411,"Notebook Acer Aspire 3 A315-42G-R1FT AMD Ryzen 7 8GB 256GB SSD Radeon 540X 15,6` Windows 10",,https://www.pontofrio.com.br/notebook-acer-aspire-3-a315-42g-r1ft-amd-ryzen-7-8gb-256gb-ssd-radeon-540x-156-windows-10/p/1505104411,,,,,,,,,,,,,,Acer Brasil Loja Oficial,,,2021-04-03 17:21:21
,8999,55012894,Notebook Gamer Dell NVIDIA GeForce GTX 1660 Ti Core i7-9750H 8GB 512GB SSD Tela Full HD 15.6” Windows 10 G3-3590-A60B,,https://www.pontofrio.com.br/notebook-gamer-dell-nvidia-geforce-gtx-1660-ti-core-i7-9750h-8gb-512gb-ssd-tela-full-hd-15-6-windows-10-g3-3590-a60b/p/55012894,,,,,,,,,,,,,,Pontofrio,,"Tipo|Notebook GamerProcessador|Intel® Core™ i7-9750H Hexa Core 2.60 GHz com Turbo Max até 4.50 GHzBarramento|8 GT/s DMISistema operacional|Windows 10 Home Single Language 64 bitsUnidade óptica|Não possuiLeitor de cartão|SDXCLeitor de cartão|SDHCLeitor de cartão|SDLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|HD 720pCaracterísticas Gerais|- Tela LED Full HD WVA Antirreflexo, com resolução de 1920 x 1080
- Webcam integrada, com Dual Digital Microphone Array
- Modelo do SSD: PCIe M.2 SSD
- Microfone integradoCache|12 MBChipset|Integrado ao processadorMemória Flash|512 GBTipo de tela|LCD LEDCor|BrancoConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB DDR4 2666 MHz (4 GB x 2)Expansão da memória até|32 GBDisco rígido (HD)|Não se aplicaPortas USB|1 (3.1), 2 (2.0), 1 (Tipo-C)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook
- Adaptador AC
- Cabo de força
- ManuaisConexão HDMI|simRede|10/100Softwares inclusos|- Alienware Command Center, Dell Digital Delivery, Dell Mobile Connect, Dell Recovery Environment, DropBox, Microsoft Office trial
- Antivírus McAfee 15 meses MultiDevice

Bateria|3 células 51 WhOutras conexões|RJ45Placa de vídeo|Dedicada, NVIDIA GeForce GTX 1660 Ti com Max-Q Design até 6GB GDDR6 de memória*Placa de som|Nahimic audioTeclado|Padrão internacional, com iluminação azul, marcações no WASD e resistente a respingosMouse|Touchpad de precisãoTipo de memória|DDR4Observações|*A memória dedicada da placa de vídeo fica oculta, pois devido a algumas configurações de fábrica, para economia de energia, a memória dedicada é desativada quando o produto não está conectado à energia elétrica.

Garantia em domicílio em 24 horas. Exclusividade Dell.

Válida para todos os produtos lançados no Varejo.

O que é?
Além da garantia padrão de 1 ano, a Dell oferece a Garantia com atendimento em domicílio, onde se necessário, técnicos serão deslocados até a residência ou local escolhido pelo consumidor.

Como funciona?
Caso haja algum problema com o produto, o consumidor deve entrar em contato com o Suporte Técnico Dell e relatar o fato. Se for preciso substituir algum componente, a Dell agendará uma visita no local.

Como adquirir a Garantia com atendimento em domicílio?
A Dell proporciona a assistência técnica em domicílio a todos os produtos vendidos no varejo brasileiro sem custos extras.

O que está incluso?
Este serviço exclusivo da Dell inclui a cobertura na troca de todas as peças da máquina, exceto software, bateria e fonte de energia. A visita pode ser feita de segunda à sexta (exceto feriado), das 8h às 18h.

Cobertura?
A Garantia com atendimento em domicílio tem cobertura nacional. Atualmente 70% dos consumidores do varejo são atendidos em 24 horas úteis. O consumidor saberá em quanto tempo será atendido ao ligar para o suporte técnico e informar o seu CEP. Mesmo considerando as cidades em que a Dell não atende em 24 horas úteis, ainda possuímos o atendimento em domicílio mais rápido do mercado: 70% em 24 horas, 20% em 48 horas úteis e apenas 10% em um tempo maior.

Quais cidades são atendidas em 24 horas?
O consumidor só saberá em quanto tempo será atendido após contatar o suporte técnico e informar o seu CEP, pois a lista de cidades atendidas em 24 horas varia mensalmente. Atualmente temos cobertura das principais capitais e cidades, totalizando 520 municípios em 14 estados do Brasil.

A visita do técnico poderá ocorrer a partir do próximo dia útil, dependendo da região geográfica do usuário final e da disponibilidade imediata das peças para o reparo. Para solicitar atendimento, o cliente deve ligar para 0800 970 3355 ou 4004 0108 (ligações feitas a partir de celular para as regiões metropolitanas de Porto Alegre, Rio de Janeiro e São Paulo).

A Garantia em Domicílio é válida por 1 ano a partir da data de aquisição do produto.",2021-04-03 17:21:21
,5296,1504365429,Notebook Dell 3583-AS90P Core i7 8GB 256GB SSD Windows 10,,https://www.pontofrio.com.br/notebook-dell-3583-as90p-core-i7-8gb-256gb-ssd-windows-10/p/1504365429,,,,,,,,,,,,,,DELL,,,2021-04-03 17:21:21
,4449,55010096,Notebook Acer Core i5-10210U 8GB 512GB SSD Tela 15.6” Windows 10 Aspire 5 A515-54-59X2,,https://www.pontofrio.com.br/notebook-acer-core-i5-10210u-8gb-512gb-ssd-tela-15-6-windows-10-aspire-5-a515-54-59x2/p/55010096,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel® Core™ i5-10210U Quad Core 1.60 GHz com Turbo Max até 4.20 GHzSistema operacional|Windows 10 Home 64 bitsUnidade óptica|Não possuiLeitor de cartão|NãoLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|1280 x 720 (HD)Características Gerais|- Tela LED HD Widescreen Antirreflexo, com resolução de 1366 x 768
- Conector combo para fone de ouvido / microfone
- Microfone duplo com tecnologia Acer Purified Voice
- Dois alto-falantes estéreo
- Tecnologia Acer TrueHarmony
- Compatível com Cortana com vozCache|6 MBMemória Flash|512 GBTipo de tela|LCD LEDCor|PrataConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB DDR4 2400 MHz (4 GB soldada + 4 GB módulo)Expansão da memória até|20 GBDisco rígido (HD)|Não se aplicaPortas USB|2 (3.1), 1 (Tipo-C), 1 (2.0)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook
- Fonte carregadora
- Manual em português
- Termo de garantiaConexão HDMI|simRede|10/100/1000Softwares inclusos|- Acer Care Center
- Acer Configuration Manager
- Quick Access
-  Norton Internet Security
- Acer Product Registration

Bateria|4 células 48 WhDuração aprox. da bateria (h)|até 9 horas*Outras conexões|RJ45Placa de vídeo|Integrada, com Intel® UHD GraphicsPlaca de som|IntegradaTeclado|Português-BR, padrão ABNT 2, com teclado numérico dedicadoMouse|TouchpadTipo de memória|DDR4Observações|*A bateria poderá, dependendo das configurações de uso, proporcionar o tempo de utilização informado acima, sem a necessidade de plugar o notebook na tomada mais próxima.",2021-04-03 17:21:21
,4099,1504661541,"Notebook Dell Inspiron i15-3584-D30P 8ª geração Intel Core i3 4GB 1TB 15.6"" Linux Preto",,https://www.pontofrio.com.br/notebook-dell-inspiron-i15-3584-d30p-8-geracao-intel-core-i3-4gb-1tb-156-quot-linux-preto/p/1504661541,,,,,,,,,,,,,,Sir Tecnologia,,,2021-04-03 17:21:21
,5699,1504624283,"Notebook Ultrafino Dell Inspiron 5590-M05S 10ª Geração Intel Core i5 8GB 256GB SSD Full HD 15.6"" Windows 10 Prata",,https://www.pontofrio.com.br/notebook-ultrafino-dell-inspiron-5590-m05s-10-geracao-intel-core-i5-8gb-256gb-ssd-full-hd-156-quot-windows-10-prata/p/1504624283,,,,,,,,,,,,,,DELL,,,2021-04-03 17:21:21
,5549,55012902,Notebook Dell Core i7-8565U 8GB 1TB 128GB SSD Placa de Vídeo 2GB Tela 15.6” e Windows 10 Inspiron 3583-AS110S,,https://www.pontofrio.com.br/notebook-dell-core-i7-8565u-8gb-1tb-128gb-ssd-placa-de-video-2gb-tela-15-6-e-windows-10-inspiron-3583-as110s/p/55012902,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel® Core™ i7-8565U Quad Core 1.8 GHz com Turbo Max até 4.6 GHzBarramento|4 GT/s OPISistema operacional|Windows 10 Home Single Language 64 bits em Português (Brasil)Unidade óptica|Não possuiLeitor de cartão|SDLeitor de cartão|SDHCLeitor de cartão|SDXCLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|HD 720pCaracterísticas Gerais|- Tela LED HD Widescreen Antirreflexo, com resolução de 1366 x 768
- Modelo do SSD: PCIe NVMe M.2 SSD
- Microfone integrado
- Bluetooth 5.0Cache|8 MBChipset|Integrado ao processadorMemória Flash|128 GBTipo de tela|LCD LEDCor|PrataConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB DDR4 2400 MHzExpansão da memória até|16 GBDisco rígido (HD)|1 TB 5400 RPMPortas USB|2 (3.1), 1 (2.0)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook
- Adaptador AC
- Cabo de força
- ManuaisConexão HDMI|simRede|10/100Softwares inclusos|- Microsoft Office Trial – Versão para experimentação, válida por 30 dias
- Dell Mobile Connect
- Antivírus McAfee 15 meses MultiDeviceBateria|3 células 42 WhDuração aprox. da bateria (h)|até 8 horas*Outras conexões|RJ45Placa de vídeo|Dedicada, AMD Radeon 520 até 2GB GDDR5 de memória**Placa de som|Waves MaxxAudio ProTeclado|Português-BR ABNT2, com teclado numérico e resistência a respingosMouse|Touchpad de precisãoTipo de memória|DDR4Observações|*A bateria poderá, dependendo das configurações de uso, proporcionar o tempo de utilização informado acima, sem a necessidade de plugar o notebook na tomada mais próxima.

**A memória dedicada da placa de vídeo fica oculta, pois devido a algumas configurações de fábrica, para economia de energia, a memória dedicada é desativada quando o produto não está conectado à energia elétrica.

Garantia em domicílio em 24 horas. Exclusividade Dell.

Válida para todos os produtos lançados no Varejo.

O que é?
Além da garantia padrão de 1 ano, a Dell oferece a Garantia com atendimento em domicílio, onde se necessário, técnicos serão deslocados até a residência ou local escolhido pelo consumidor.

Como funciona?
Caso haja algum problema com o produto, o consumidor deve entrar em contato com o Suporte Técnico Dell e relatar o fato. Se for preciso substituir algum componente, a Dell agendará uma visita no local.

Como adquirir a Garantia com atendimento em domicílio?
A Dell proporciona a assistência técnica em domicílio a todos os produtos vendidos no varejo brasileiro sem custos extras.

O que está incluso?
Este serviço exclusivo da Dell inclui a cobertura na troca de todas as peças da máquina, exceto software, bateria e fonte de energia. A visita pode ser feita de segunda à sexta (exceto feriado), das 8h às 18h.

Cobertura?
A Garantia com atendimento em domicílio tem cobertura nacional. Atualmente 70% dos consumidores do varejo são atendidos em 24 horas úteis. O consumidor saberá em quanto tempo será atendido ao ligar para o suporte técnico e informar o seu CEP. Mesmo considerando as cidades em que a Dell não atende em 24 horas úteis, ainda possuímos o atendimento em domicílio mais rápido do mercado: 70% em 24 horas, 20% em 48 horas úteis e apenas 10% em um tempo maior.

Quais cidades são atendidas em 24 horas?
O consumidor só saberá em quanto tempo será atendido após contatar o suporte técnico e informar o seu CEP, pois a lista de cidades atendidas em 24 horas varia mensalmente. Atualmente temos cobertura das principais capitais e cidades, totalizando 520 municípios em 14 estados do Brasil.

A visita do técnico poderá ocorrer a partir do próximo dia útil, dependendo da região geográfica do usuário final e da disponibilidade imediata das peças para o reparo. Para solicitar atendimento, o cliente deve ligar para 0800 970 3355 ou 4004 0108 (ligações feitas a partir de celular para as regiões metropolitanas de Porto Alegre, Rio de Janeiro e São Paulo).

A Garantia em Domicílio é válida por 1 ano a partir da data de aquisição do produto.",2021-04-03 17:21:21
,4999,55009641,Notebook Dell Core i7-8565U 8GB 2TB Placa de Vídeo 2GB Tela Full HD 15.6” Linux Inspiron I15-3583-D40B,,https://www.pontofrio.com.br/notebook-dell-core-i7-8565u-8gb-2tb-placa-de-video-2gb-tela-full-hd-15-6-linux-inspiron-i15-3583-d40b/p/55009641,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel® Core™ i7-8565U Quad Core 1.8 GHz com Turbo Max até 4.6 GHzSistema operacional|Ubuntu LinuxUnidade óptica|Não possuiLeitor de cartão|SDLeitor de cartão|SDHCLeitor de cartão|SDXCLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|HD 720pCaracterísticas Gerais|- Tela LED Full HD Widescreen Antirreflexo, com resolução de 1920 x 1080
- Webcam com microfone
- Alto-falantes integrados
- Bluetooth 5.0Cache|8 MBChipset|Integrado no processadorTipo de tela|LCD LEDCor|BrancoConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB DDR4 2400 MHzExpansão da memória até|16 GBDisco rígido (HD)|2 TB SATA 5400 RPMPortas USB|2 (3.1), 1 (2.0)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook
- Adaptador AC
- Cabo de força
- ManuaisConexão HDMI|simRede|10/100Softwares inclusos|- Antivírus McAfee e-card 15 meses MultiDeviceBateria|3 células 42 WhDuração aprox. da bateria (h)|até 8 horas*Outras conexões|RJ45Placa de vídeo|Dedicada, AMD Radeon 520 até 2GB GDDR5 de memória**Placa de som|Waves MaxxAudio ProTeclado|Padrão Português-BR, com teclado alfanumérico e resistente a respingosMouse|Touchpad de precisãoTipo de memória|DDR4Observações|*A performance da bateria varia de acordo com utilização do usuário.

**A memória dedicada da placa de vídeo fica oculta, pois devido a algumas configurações de fábrica, para economia de energia, a memória dedicada é desativada quando o produto não está conectado à energia elétrica.

Garantia em domicílio em 24 horas. Exclusividade Dell.

Válida para todos os produtos lançados no Varejo.

O que é?
Além da garantia padrão de 1 ano, a Dell oferece a Garantia com atendimento em domicílio, onde se necessário, técnicos serão deslocados até a residência ou local escolhido pelo consumidor.

Como funciona?
Caso haja algum problema com o produto, o consumidor deve entrar em contato com o Suporte Técnico Dell e relatar o fato. Se for preciso substituir algum componente, a Dell agendará uma visita no local.

Como adquirir a Garantia com atendimento em domicílio?
A Dell proporciona a assistência técnica em domicílio a todos os produtos vendidos no varejo brasileiro sem custos extras.

O que está incluso?
Este serviço exclusivo da Dell inclui a cobertura na troca de todas as peças da máquina, exceto software, bateria e fonte de energia. A visita pode ser feita de segunda à sexta (exceto feriado), das 8h às 18h.

Cobertura?
A Garantia com atendimento em domicílio tem cobertura nacional. Atualmente 70% dos consumidores do varejo são atendidos em 24 horas úteis. O consumidor saberá em quanto tempo será atendido ao ligar para o suporte técnico e informar o seu CEP. Mesmo considerando as cidades em que a Dell não atende em 24 horas úteis, ainda possuímos o atendimento em domicílio mais rápido do mercado: 70% em 24 horas, 20% em 48 horas úteis e apenas 10% em um tempo maior.

Quais cidades são atendidas em 24 horas?
O consumidor só saberá em quanto tempo será atendido após contatar o suporte técnico e informar o seu CEP, pois a lista de cidades atendidas em 24 horas varia mensalmente. Atualmente temos cobertura das principais capitais e cidades, totalizando 520 municípios em 14 estados do Brasil.

A visita do técnico poderá ocorrer a partir do próximo dia útil, dependendo da região geográfica do usuário final e da disponibilidade imediata das peças para o reparo. Para solicitar atendimento, o cliente deve ligar para 0800 970 3355 ou 4004 0108 (ligações feitas a partir de celular para as regiões metropolitanas de Porto Alegre, Rio de Janeiro e São Paulo).

A Garantia em Domicílio é válida por 1 ano a partir da data de aquisição do produto.",2021-04-03 17:21:21
,6199,1505644271,"Notebook Gamer Dell G3 3500-M10P 15.6"" 10ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GTX 1650 Windows 10",,https://www.pontofrio.com.br/notebook-gamer-dell-g3-3500-m10p-156-quot-10-geracao-intel-core-i5-8gb-256gb-ssd-nvidia-gtx-1650-windows-10/p/1505644271,,,,,,,,,,,,,,DELL,,,2021-04-03 17:21:21
,4597,1505435043,"Notebook Dell Inspiron 3583-FS1P 15.6"" 8ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Preto",,https://www.pontofrio.com.br/notebook-dell-inspiron-3583-fs1p-156-quot-8-geracao-intel-core-i5-8gb-256gb-ssd-windows-10-preto/p/1505435043,,,,,,,,,,,,,12 meses,DELL,,Garantia|12 meses,2021-04-03 17:21:21
,6349,1505789880,"Notebook Gamer G3 3500-U15P 15.6"" 10ª Geração Intel Core i5 8GB 512GB SSD NVIDIA GTX 1650 Linux",,https://www.pontofrio.com.br/notebook-gamer-g3-3500-u15p-156-quot-10-geracao-intel-core-i5-8gb-512gb-ssd-nvidia-gtx-1650-linux/p/1505789880,,,,,,,,,,,,,,DELL,,,2021-04-03 17:21:21
,4397,15389688,"Notebook Dell Inspiron i15-3583-M3XP 8ª Geração Intel Core i5 8GB 1TB 15.6"" Windows 10 Preto McAfee",,https://www.pontofrio.com.br/notebook-dell-inspiron-i15-3583-m3xp-8-geracao-intel-core-i5-8gb-1tb-156-quot-windows-10-preto-mcafee/p/15389688,,,,,,,,,,,,,12 meses,DELL,,Garantia|12 meses,2021-04-03 17:21:21
,8539,55004607,Notebook Gamer Dell NVIDIA GeForce GTX 1660 Ti Core i7-9750H 8GB 512GB SSD Tela Full HD 15.6” Windows 10 G3-3590-A60P,,https://www.pontofrio.com.br/notebook-gamer-dell-nvidia-geforce-gtx-1660-ti-core-i7-9750h-8gb-512gb-ssd-tela-full-hd-15-6-windows-10-g3-3590-a60p/p/55004607,,,,,,,,,,,,,,Pontofrio,,"Tipo|Notebook GamerProcessador|Intel® Core™ i7-9750H Hexa Core 2.60 GHz com Turbo Max até 4.50 GHzSistema operacional|Windows 10 Home Single Language 64 bits Português-BRUnidade óptica|Não possuiLeitor de cartão|SDLeitor de cartão|SDHCLeitor de cartão|SDXCLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|HD (720p)Características Gerais|- Tela LED Full HD WVA Antirreflexo, com resolução de 1920 x 1080
- Conector combo para fone de ouvido / microfone
- Webcam com Dual Digital Microphone Array
- Microfone integradoCache|12 MBChipset|integrado ao processadorMemória Flash|512 GBTipo de tela|LCD LEDCor|PretoConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB DDR4 2666 MHz (4 GB x 2)Expansão da memória até|32 GBDisco rígido (HD)|Não se aplicaPortas USB|1 (3.1), 2 (2.0), 1 (Tipo-C DisplayPort Alt-Mode)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook Gamer
- Adaptador AC
- Cabo de força
- ManuaisConexão HDMI|simRede|10/100Softwares inclusos|- Alienware Command Center
- Dell Digital Delivery
- Dell Mobile Connect
- Dell Recovery Environment
- DropBox
- Microsoft Office Trial
- Antivírus McAfee 15 meses MultiDeviceBateria|3 células 51 WhOutras conexões|RJ45Placa de vídeo|Dedicada, com tecnologia NVIDIA GeForce GTX 1660 Ti até 6GB GDDR6 de memória*Placa de som|Integrada, com Nahimic audioTeclado|Padrão internacional, com iluminação azul, marcações no WASD e resistente a respingosMouse|Touchpad de precisãoTipo de memória|DDR4Observações|*A memória dedicada da placa de vídeo fica oculta, pois devido a algumas configurações de fábrica, para economia de energia, a memória dedicada é desativada quando o produto não está conectado à energia elétrica.

Garantia em domicílio em 24 horas. Exclusividade Dell.

Válida para todos os produtos lançados no Varejo.

O que é?
Além da garantia padrão de 1 ano, a Dell oferece a Garantia com atendimento em domicílio, onde se necessário, técnicos serão deslocados até a residência ou local escolhido pelo consumidor.

Como funciona?
Caso haja algum problema com o produto, o consumidor deve entrar em contato com o Suporte Técnico Dell e relatar o fato. Se for preciso substituir algum componente, a Dell agendará uma visita no local.

Como adquirir a Garantia com atendimento em domicílio?
A Dell proporciona a assistência técnica em domicílio a todos os produtos vendidos no varejo brasileiro sem custos extras.

O que está incluso?
Este serviço exclusivo da Dell inclui a cobertura na troca de todas as peças da máquina, exceto software, bateria e fonte de energia. A visita pode ser feita de segunda à sexta (exceto feriado), das 8h às 18h.

Cobertura?
A Garantia com atendimento em domicílio tem cobertura nacional. Atualmente 70% dos consumidores do varejo são atendidos em 24 horas úteis. O consumidor saberá em quanto tempo será atendido ao ligar para o suporte técnico e informar o seu CEP. Mesmo considerando as cidades em que a Dell não atende em 24 horas úteis, ainda possuímos o atendimento em domicílio mais rápido do mercado: 70% em 24 horas, 20% em 48 horas úteis e apenas 10% em um tempo maior.

Quais cidades são atendidas em 24 horas?
O consumidor só saberá em quanto tempo será atendido após contatar o suporte técnico e informar o seu CEP, pois a lista de cidades atendidas em 24 horas varia mensalmente. Atualmente temos cobertura das principais capitais e cidades, totalizando 520 municípios em 14 estados do Brasil.

A visita do técnico poderá ocorrer a partir do próximo dia útil, dependendo da região geográfica do usuário final e da disponibilidade imediata das peças para o reparo. Para solicitar atendimento, o cliente deve ligar para 0800 970 3355 ou 4004 0108 (ligações feitas a partir de celular para as regiões metropolitanas de Porto Alegre, Rio de Janeiro e São Paulo).

A Garantia em Domicílio é válida por 1 ano a partir da data de aquisição do produto.",2021-04-03 17:21:22
